Company_name,City,Country,Business,Products,Tags,Fax,Telephone,Email,Web_Site,WhatsApp,Mobile,Linkedin
ANYCORP S.A.C.,La Molina, Peru,['Exporter - Exporter'],"[{'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming']",+5114340577,+5113494627,-,-,-,-,-
APPBOSA,Sullana, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Bananas', 'Conventional farming']",-,-,appbosa@yahoo.com,www.appbosa.com.pe,-,+51969543811,-
ASOCIACION DE PRODUCTORES DE BANANO ORGANICO VALLE DEL CHIRA,Sullana, Peru,['Exporter - Exporter'],"[{'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Bananas', 'Organic farming', 'Conventional farming']",-,-,-,www.avalledelchira.net,-,-,-
AVO PERU S.A.C.,Trujillo, Peru,['Exporter - Exporter'],[],[],+5114759896,+5144209277,fascenzo@gruporocio.com,-,-,-,-
BELFRUT S.A.C.,Sullana, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Asparagus', 'Avocado', 'Conventional farming', 'Mango', 'Grapes']",-,-,info@belfrut.com,www.belfrut.com,-,+51966565525,-
BIOFRUIT S.A.,Tambogrande, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mango', 'Grapes']",+5173368065,+5173368024,samuel@torresgroup.com.pe,www.biofruit.pe,-,-,-
CAMPOS DEL NORTE F-V.,Miraflores, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Conventional farming', 'Mango', 'Grapes']",-,-,fardi.gil@camposdelnortef-v.com,www.camposdelnortef-v.com,-,+511994977557,-
CAMPOSOL S.A.,Lima, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Artichokes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Avocado', 'Artichokes', 'Conventional farming', 'Mango', 'Grapes']",+5114415136,+5114415134,asuarez@camposol.com.pe,www.camposol.com.pe,-,-,-
CASA CHICA S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Shallot': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Onions', 'Conventional farming', 'Shallot']",+5114352662,+5114357510,ialvarado@casachica.com.pe,-,-,-,-
CASA PACIFIC PERU S.A.C.,San Isidro, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Conventional farming', 'Mango']",-,-,gbracamonte@casapacificperu.com,www.casapacificperu.com,-,+511998142422,-
CGM SOCIEDAD AGRICOLA S.A.C.,Tambogrande, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mango']",-,-,gmosoni@ipesa.com.pe,-,-,-,-
CHILCA VID S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,cfontana@piscofontana.com,-,-,-,-
COEXA - COMPANIA DE EXPORT Y NEGOCIOS GENERALES S.A.,Lima, Peru,['Exporter - Exporter'],"[{'Clementines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Limes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Clementines', 'Conventional farming', 'Figs', 'Limes', 'Mandarins', 'Grapes']",+5112222587,+5112215778,coexa@coexa.com.pe,www.coexa.com.pe,-,-,-
COMPLEJO AGROINDUSTRIAL BETA S.A.,Chincha, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Asparagus', 'Conventional farming', 'Grapes']",+5156272200,+5156581150,hsebastian@caibeta.com.pe,www.caibeta.com.pe,-,+51998371198,-
CONSORCIO AGROEXPORTADOR DEL PERU S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,luchollanos@agroindustrias.com,-,-,-,-
COPEMUR - CONSORCIO PERU MURCIA S.A.C.,Arequipa, Peru,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']",[],[],+5154256365,+5154256899,-,www.copemurperu.com,-,-,-
COPRA - COMERCIALIZADORA DE PRODUCTOS AGRICOLAS S.A.C.,Chincha, Peru,['Exporter - Exporter'],[],[],+5156265594,+5156265358,-,www.coprasac.com,-,-,-
CORPORACION AGROLATINA S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Onions', 'Conventional farming', 'Pomegranates', 'Melons', 'Grapes']",-,+5116347353,pcuba@corpagrolatina.com,www.corpagrolatina.com,-,+511954182967,-
CORPORACION FRUTICOLA DE CHINCHA S.A.C. FRUCHINCHA,Chincha, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Conventional farming', 'Mandarins', 'Grapes']",-,-,lmendoza@fruchincha.com.pe,www.fruchincha.com.pe,-,+5198377179,-
CORPORACION MISKI,Miraflores, Peru,['Exporter - Exporter'],[],[],-,-,-,www.miski.com.pe,-,-,-
CORPORACION PERUANA DE DESAROLLO BANANERO S.A.C.,Sullana, Peru,['Exporter - Exporter'],[],[],+5173503005,+5173503296,carlos.santos@dole.com,www.dole.com,-,-,-
CYNARA PERU S.A.C.,Cerro Alegre, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']",[],[],-,-,carol@cynarasource.com,www.cynarasource.com,-,-,-
DANPER AREQUIPA S.A.C.,Trujillo, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Canned preserved fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Artichokes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Canned vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Artichokes', 'Conventional farming', 'Canned preserved fruit', 'Mango', 'Peppers', 'Canned vegetables']",+5144256397,+5144257484,abazan@danper.com,www.danper.com,-,-,-
DEL SOLAR S.A.C.,Miraflores, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Passion fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming', 'Passion fruit', 'Mango']",+5114452252,+5114443330,-,-,-,-,-
EICHLER CORP S.A,San Isidro, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming', 'Grapes']",-,+5112215873,acava@eichlercorp.com.pe,www.eichlercorp.com.pe,-,-,-
EL PEDREGAL S.A.,Santiago de Surco, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+5116267301,+5113726666,centraloffice@pedregalsa.com,www.elpedregalsa.comempresa,-,-,-
EMPAFRUT - EMPACADORA DE FRUTOS TROPICALES S.A.C.,Sullana, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mango']",-,+51739680290,empafrut@speedy.com.pe,www.empafrut.com,-,-,-
EMPRESA AGRICOLA SAN JUAN S.A.,Chiclayo, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,+5174433149,monica.uchofen@agricolasanjuan.com.pe,www.agricolasanjuan.com.pe,-,-,-
ESPARRAGOS DEL PERU S.A.C.,San Isidro, Peru,['Exporter - Exporter'],"[{'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming']",-,+5114736310,cgiannonim@esparragosdelperu.com,www.esparragosdelperu.com,-,-,-
ESTANISLAO S.A.C. DEL CHIMU,Surco, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Conventional farming', 'Grapes']",-,-,fsanchez@estanislao.com.pe,www.estanislao.com.pe,-,+51967786443,-
EXPOFRUT PERU S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming']",+5114448599,+5114472121,-,www.univeg.com,-,-,-
EXPORTACIONES AYVAR S.A.C.,La Molina, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Oranges', 'Asparagus', 'Avocado', 'Conventional farming', 'Figs', 'Mandarins', 'Grapefruits', 'Grapes']",-,+5112705373,-,www.exportacionesayvar.com,-,-,-
EXPORTADORA SAFCO PERU S.A.,Miraflores, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Asparagus', 'Avocado', 'Conventional farming', 'Mango', 'Pomegranates', 'Grapes']",-,-,bcilloniz@safcoperu.com,www.safco.pe,-,-,-
FAIRTRASA PERU S.A.,Trujillo, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']",[],[],-,-,jim.ruiz@fairtrasa.com,www.fairtrasa.com,-,-,-
FCE EXPORT S.A.C.,Chiclayo, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Ginger': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Avocado', 'Conventional farming', 'Mango', 'Grapes', 'Ginger']",-,-,diana@fceexport.nl,www.fceexport.nl,-,+51990836110,-
FLP DEL PERU S.A.C.,Sullana, Peru,['Exporter - Exporter'],[],[],-,+5173490027,airazola@flpdelperu.com,www.flpdelperu.com,-,-,-
FRESH FRUIT S.R.L.,Chiclayo, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrons', 'Conventional farming', 'Lemons', 'Mango']",+5174228171,+5174273320,patricia@freshfruits.com.pe,www.freshfruit.com.pe,-,-,-
FRUITS VALLEY S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Passion fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried Fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Bananas', 'Conventional farming', 'Dried Fruit', 'Passion fruit', 'Pulses', 'Mango']",-,-,fruitsvalley@fruitsvalley.com,www.fruitsvalley.com,-,+51999102341,-
FRUITXCHANGE S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,info@fxcperu.com,www.fxcperu.com,-,-,-
FRUSABE,Lima, Peru,['Exporter - Exporter'],[],[],-,-,-,www.frusabe.com,-,+51945367608,-
FRUTAS PIURANAS,Piura, Peru,['Exporter - Exporter'],[],[],-,+5173321871,cmorocho@frutaspiuranas.com.pe,www.frutaspiuranas.com.pe,-,+51969906788,-
FRUTERA DEL INKA S.A.C.,Bellavista, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Citrons', 'Conventional farming', 'Lemons', 'Mango', 'Grapes']",-,-,kmedina@fruteradelinca.com.pe,www.fruteradelinca.com.pe,-,+51990870984,-
FRUTIERREZ-FLP PERU,Sullana, Peru,['Exporter - Exporter'],[],[],+5173490072,+5173502462,peru@flp-int.com,www.frutierrez.com,-,-,-
FRUTOPIA F.L.P. del Perú S.A.C,Sullana, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mango']",+5173490072,+5173502462,prodnorte-frutopia@speedy.com.pe,-,-,-,-
FRUTOS AGRICOLAS DEL PERU S.A.C.,Miraflores, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherimoya Custard Apple': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Cherimoya Custard Apple', 'Conventional farming', 'Mango', 'Grapes']",-,-,info@fruagroperu.com,www.fruagroperu.com,-,+51940293811,-
FRUVER PERÚ,Lima, Peru,['Exporter - Exporter'],"[{'Mangosteen': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Avocado', 'Conventional farming', 'Mango', 'Mangosteen']",-,-,-,-,-,-,-
FUNDO AGRICA S.A.C.,Callao, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+5114402980,+5114402989,mcarrillo@pesquera2020.com,-,-,-,-
FUNDO BUENAVISTA S.R.L.,Chincha, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,gtasayco@buenavista.com.pe,-,-,-,-
FUNDO DONA PANCHA S.A.C.,Lima, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming']",+5114358604,+5116197800,sales@crystalocean.com.pe,www.donapancha.com,-,-,-
FUNDO EL MAYORAL SAC,Surco, Peru,['Exporter - Exporter'],[],[],-,-,info@elmayoral.com,www.elmayoral.com,-,-,-
FUNDO LOS PALTOS S.A.C.,Chimbote, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+5143350412,+5143350901,rmuros@fundolospaltos.com.pe,-,-,-,-
FUNDO SACRAMENTO S.A.C.,San Isidro, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+5116277787,+5116277784,rpm@sacramentograpes.com,www.sacramentograpes.com,-,-,-
FUNDO SAN ISIDRO S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+5112607633,+5112607634,fundosanisidro@telefonica.net.pe,-,-,-,-
FUNDO SAN MIGUEL S.A.,Miraflores, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,info@fundosanmiguel.com,www.fundosanmiguel.com,-,+51998172951,-
FUNDO SANTA PATRICIA S.A.,Huaral, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Conventional farming', 'Mandarins']",-,+5117276666,-,www.fundosantapatricia.com,-,-,-
FYC EXPORT S.A.C.,Sullana, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mango']",-,-,fyc.exportsac@hotmail.com,-,-,-,-
GALMO S.A.,San Isidro, Peru,['Exporter - Exporter'],[],[],-,+5112223332,voconsult@infonegocio.net.pe,-,-,-,-
GANDULES INC. S.A.C.,Surco, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']",[],[],+5116270310,+5113723100,l.caceres@gandules.com.pe,www.gandules.com.pe,-,+5112142883,-
GOLDEN FRESH PERU',Santiago de Surco, Peru,['Exporter - Exporter'],"[{'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Bananas', 'Cherries', 'Conventional farming', 'Mango', 'Grapes']",-,+5117173960,etalavera@gfperu.com,www.gfperu.com,-,-,-
GREEN PERU S.A.,Salaverry, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Artichokes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Artichokes', 'Conventional farming', 'Peppers', 'Grapes']",+5144287649,-,rvaldivia@greenperu.com,www.greenperu.com,-,-,-
GREENLAND PERU S.A.C.,Arequipa, Peru,['Exporter - Exporter'],"[{'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Garlic': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Garlic', 'Avocado', 'Onions', 'Conventional farming', 'Mango', 'Pomegranates', 'Melons', 'Peppers', 'Grapes']",-,-,sdelcarpio@greenland.com.pe,www.greenland.com.pe,-,+51994119347,-
